id,name,type,description,prerequisites,prerequisite_feats,benefit,normal,special,source,fulltext,teamwork,critical,grit,style,performance,racial,companion_familiar,race_name,note,goal,completion_benefit,multiples,suggested_traits,prerequisite_skills,panache,betrayal,targeting,esoteric,stare,weapon_mastery,item_mastery,armor_mastery,shield_mastery
84,Improved Critical,Combat,Attacks made with your chosen weapon are quite deadly.,"Proficient with weapon, base attack bonus +8.",,"When using the weapon you selected, your threat range is doubled.",,"You can gain Improved Critical multiple times. The effects do not stack. Each time you take the feat, it applies to a new type of weapon. This effect doesn't stack with any other effect that expands the threat range of a weapon.",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Critical (Combat)</p><div style=""clear: both;""></div></div><div><h5>Attacks made with your chosen weapon are quite deadly.<h5><b>Prerequisites: </b>Proficient with weapon, base attack bonus +8.</h5><h5><b>Benefit: </b>When using the weapon you selected, your threat range is doubled.</h5><h5><b>Special: </b>You can gain Improved Critical multiple times. The effects do not stack. Each time you take the feat, it applies to a new type of weapon. This effect doesn't stack with any other effect that expands the threat range of a weapon.</h5></div>",0,0,0,0,0,0,0,,,,,1,,,0,0,0,0,0,0,0,0,0
85,Improved Disarm,Combat,You are skilled at knocking weapons from a foe's grasp.,"Int 13, Combat Expertise.",Combat Expertise,"You do not provoke an attack of opportunity when performing a disarm combat maneuver. In addition, you receive a +2 bonus on checks made to disarm a foe. You also receive a +2 bonus to your Combat Maneuver Defense whenever an opponent tries to disarm you.",You provoke an attack of opportunity when performing a disarm combat maneuver.,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Disarm (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are skilled at knocking weapons from a foe's grasp.<h5><b>Prerequisites: </b>Int 13, Combat Expertise.</h5><h5><b>Benefit: </b>You do not provoke an attack of opportunity when performing a disarm combat maneuver. In addition, you receive a +2 bonus on checks made to disarm a foe. You also receive a +2 bonus to your Combat Maneuver Defense whenever an opponent tries to disarm you.</h5><h5><b>Normal: </b>You provoke an attack of opportunity when performing a disarm combat maneuver.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
86,Improved Familiar,General,"This feat allows you to acquire a powerful familiar, but only when you could normally acquire a new familiar.","Ability to acquire a new familiar, compatible alignment, sufficiently high level (see below).",,"When choosing a familiar, the creatures listed below are also available to you (see the Pathfinder RPG Bestiary for statistics on these creatures). You may choose a familiar with an alignment up to one step away on each alignment axis (lawful through chaotic, good through evil). Arcane Spellcaster Familiar Alignment Level Celestial hawk1 Neutral good 3rd Dire rat Neutral 3rd Fiendish viper2 Neutral evil 3rd Elemental, Small (any type) Neutral 5th Stirge Neutral 5th Homunculus3 Any 7th Imp Lawful evil 7th Mephit (any type) Neutral 7th Pseudodragon Neutral good 7th Quasit Chaotic evil 7th 1 Or other celestial animal from the standard familiar list. 2 Or other fiendish animal from the standard familiar list. 3 The master must first create the homunculus. Improved familiars otherwise use the rules for regular familiars, with two exceptions: if the creature's type is something other than animal, its type does not change; and improved familiars do not gain the ability to speak with other creatures of their kind (although many of them already have the ability to communicate).",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Familiar</p><div style=""clear: both;""></div></div><div><h5>This feat allows you to acquire a powerful familiar, but only when you could normally acquire a new familiar.<h5><b>Prerequisites: </b>Ability to acquire a new familiar, compatible alignment, sufficiently high level (see below).</h5><h5><b>Benefit: </b>When choosing a familiar, the creatures listed below are also available to you (see the <i>Pathfinder RPG Bestiary</i> for statistics on these creatures). You may choose a familiar with an alignment up to one step away on each alignment axis (lawful through chaotic, good through evil). <table border ='1'><tr><th>Familiar</th><th>Alignment</th><th>Arcane Spellcaster Level</th></tr><tr><td>Celestial hawk1</td><td>Neutral good</td><td>3rd</td></tr><tr><td>Dire rat</td><td>Neutral</td><td>3rd</td></tr><tr><td>Fiendish viper2</td><td>Neutral evil</td><td>3rd</td></tr><tr><td>Elemental, Small (any type)</td><td>Neutral</td><td>5th</td></tr><tr><td>Stirge</td><td>Neutral</td><td>5th</td></tr><tr><td>Homunculus3</td><td>Any</td><td>7th</td></tr><tr><td>Imp</td><td>Lawful evil</td><td>7th</td></tr><tr><td>Mephit (any type)</td><td>Neutral</td><td>7th</td></tr><tr><td>Pseudodragon</td><td>Neutral good</td><td>7th</td></tr><tr><td>Quasit</td><td>Chaotic evil</td><td>7th</td></tr><tr><td colspan=""3"">1 Or other celestial animal from the standard familiar list.</td></tr><tr><td colspan=""3"">2 Or other fiendish animal from the standard familiar list.</td></tr><tr><td colspan=""3"">3 The master must first create the homunculus.</td></tr></table> Improved familiars otherwise use the rules for regular familiars, with two exceptions: if the creature's type is something other than animal, its type does not change; and improved familiars do not gain the ability to speak with other creatures of their kind (although many of them already have the ability to communicate).</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
87,Improved Feint,Combat,You are skilled at fooling your opponents in combat.,"Int 13, Combat Expertise.",Combat Expertise,You can make a Bluff check to feint in combat as a move action.,Feinting in combat is a standard action.,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Feint (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are skilled at fooling your opponents in combat.<h5><b>Prerequisites: </b>Int 13, Combat Expertise.</h5><h5><b>Benefit: </b>You can make a Bluff check to feint in combat as a move action.</h5><h5><b>Normal: </b>Feinting in combat is a standard action.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
88,Improved Grapple,Combat,You are skilled at grappling opponents.,"Dex 13, Improved Unarmed Strike.",Improved Unarmed Strike,"You do not provoke an attack of opportunity when performing a grapple combat maneuver. In addition, you receive a +2 bonus on checks made to grapple a foe. You also receive a +2 bonus to your Combat Maneuver Defense whenever an opponent tries to grapple you.",You provoke an attack of opportunity when performing a grapple combat maneuver.,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Grapple (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are skilled at grappling opponents.<h5><b>Prerequisites: </b>Dex 13, Improved Unarmed Strike.</h5><h5><b>Benefit: </b>You do not provoke an attack of opportunity when performing a grapple combat maneuver. In addition, you receive a +2 bonus on checks made to grapple a foe. You also receive a +2 bonus to your Combat Maneuver Defense whenever an opponent tries to grapple you.</h5><h5><b>Normal: </b>You provoke an attack of opportunity when performing a grapple combat maneuver.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
89,Improved Great Fortitude,General,"You can draw upon an inner reserve to resist diseases, poisons, and other grievous harm.",Great Fortitude.,Great Fortitude,"Once per day, you may reroll a Fortitude save. You must decide to use this ability before the results are revealed. You must take the second roll, even if it is worse.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Great Fortitude</p><div style=""clear: both;""></div></div><div><h5>You can draw upon an inner reserve to resist diseases, poisons, and other grievous harm.<h5><b>Prerequisites: </b>Great Fortitude.</h5><h5><b>Benefit: </b>Once per day, you may reroll a Fortitude save. You must decide to use this ability before the results are revealed. You must take the second roll, even if it is worse.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
90,Improved Initiative,Combat,Your quick ref lexes allow you to react rapidly to danger.,,,You get a +4 bonus on initiative checks.,,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Initiative (Combat)</p><div style=""clear: both;""></div></div><div><h5>Your quick ref lexes allow you to react rapidly to danger.<h5><b>Benefit: </b>You get a +4 bonus on initiative checks.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
91,Improved Iron Will,General,Your clarity of thought allows you to resist mental attacks.,Iron Will.,Iron Will,"Once per day, you may reroll a Will save. You must decide to use this ability before the results are revealed. You must take the second roll, even if it is worse.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Iron Will</p><div style=""clear: both;""></div></div><div><h5>Your clarity of thought allows you to resist mental attacks.<h5><b>Prerequisites: </b>Iron Will.</h5><h5><b>Benefit: </b>Once per day, you may reroll a Will save. You must decide to use this ability before the results are revealed. You must take the second roll, even if it is worse.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
92,Improved Lightning Reflexes,General,You have a knack for avoiding danger all around you.,Lightning Reflexes.,Lightning Reflexes,"Once per day, you may reroll a Ref lex save. You must decide to use this ability before the results are revealed. You must take the second roll, even if it is worse.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Lightning Reflexes</p><div style=""clear: both;""></div></div><div><h5>You have a knack for avoiding danger all around you.<h5><b>Prerequisites: </b>Lightning Reflexes.</h5><h5><b>Benefit: </b>Once per day, you may reroll a Ref lex save. You must decide to use this ability before the results are revealed. You must take the second roll, even if it is worse.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
93,Improved Overrun,Combat,You are skilled at running down your foes.,"Str 13, Power Attack, base attack bonus +1.",Power Attack,"You do not provoke an attack of opportunity when performing an overrun combat maneuver. In addition, you receive a +2 bonus on checks made to overrrun a foe. You also receive a +2 bonus to your Combat Maneuver Defense whenever an opponent tries to overrun you. Targets of your overrun attempt may not choose to avoid you.",You provoke an attack of opportunity when performing an overrun combat maneuver.,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Overrun (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are skilled at running down your foes.<h5><b>Prerequisites: </b>Str 13, Power Attack, base attack bonus +1.</h5><h5><b>Benefit: </b>You do not provoke an attack of opportunity when performing an overrun combat maneuver. In addition, you receive a +2 bonus on checks made to overrrun a foe. You also receive a +2 bonus to your Combat Maneuver Defense whenever an opponent tries to overrun you. Targets of your overrun attempt may not choose to avoid you.</h5><h5><b>Normal: </b>You provoke an attack of opportunity when performing an overrun combat maneuver.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
94,Improved Precise Shot,Combat,Your ranged attacks ignore anything but total concealment and cover.,"Dex 19, Point-Blank Shot, Precise Shot, base attack bonus +11.","Point-Blank Shot, Precise Shot","Your ranged attacks ignore the AC bonus granted to targets by anything less than total cover, and the miss chance granted to targets by anything less than total concealment. Total cover and total concealment provide their normal benefits against your ranged attacks.",See the normal rules on the effects of cover and concealment in Chapter 8.,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Precise Shot (Combat)</p><div style=""clear: both;""></div></div><div><h5>Your ranged attacks ignore anything but total concealment and cover.<h5><b>Prerequisites: </b>Dex 19, Point-Blank Shot, Precise Shot, base attack bonus +11.</h5><h5><b>Benefit: </b>Your ranged attacks ignore the AC bonus granted to targets by anything less than total cover, and the miss chance granted to targets by anything less than total concealment. Total cover and total concealment provide their normal benefits against your ranged attacks.</h5><h5><b>Normal: </b>See the normal rules on the effects of cover and concealment in Chapter 8.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
95,Improved Shield Bash,Combat,"You can protect yourself with your shield, even if you use it to attack.",Shield Proficiency.,Shield Proficiency,"When you perform a shield bash, you may still apply the shield's shield bonus to your AC.","Without this feat, a character that performs a shield bash loses the shield's shield bonus to AC until his next turn (see Chapter 6).",,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Shield Bash (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can protect yourself with your shield, even if you use it to attack.<h5><b>Prerequisites: </b>Shield Proficiency.</h5><h5><b>Benefit: </b>When you perform a shield bash, you may still apply the shield's shield bonus to your AC.</h5><h5><b>Normal: </b>Without this feat, a character that performs a shield bash loses the shield's shield bonus to AC until his next turn (see Chapter 6).</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
96,Improved Sunder,Combat,You are skilled at damaging your foes' weapons and armor.,"Str 13, Power Attack, base attack bonus +1.",Power Attack,"You do not provoke an attack of opportunity when performing a sunder combat maneuver. In addition, you receive a +2 bonus on checks made to sunder an item. You also receive a +2 bonus to your Combat Maneuver Defense whenever an opponent tries to sunder your gear.",You provoke an attack of opportunity when performing a sunder combat maneuver.,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Sunder (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are skilled at damaging your foes' weapons and armor.<h5><b>Prerequisites: </b>Str 13, Power Attack, base attack bonus +1.</h5><h5><b>Benefit: </b>You do not provoke an attack of opportunity when performing a sunder combat maneuver. In addition, you receive a +2 bonus on checks made to sunder an item. You also receive a +2 bonus to your Combat Maneuver Defense whenever an opponent tries to sunder your gear.</h5><h5><b>Normal: </b>You provoke an attack of opportunity when performing a sunder combat maneuver.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
97,Improved Trip,Combat,You are skilled at sending your opponents to the ground.,"Int 13, Combat Expertise.",Combat Expertise,"You do not provoke an attack of opportunity when performing a trip combat maneuver. In addition, you receive a +2 bonus on checks made to trip a foe. You also receive a +2 bonus to your Combat Maneuver Defense whenever an opponent tries to trip you.",You provoke an attack of opportunity when performing a trip combat maneuver.,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Trip (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are skilled at sending your opponents to the ground.<h5><b>Prerequisites: </b>Int 13, Combat Expertise.</h5><h5><b>Benefit: </b>You do not provoke an attack of opportunity when performing a trip combat maneuver. In addition, you receive a +2 bonus on checks made to trip a foe. You also receive a +2 bonus to your Combat Maneuver Defense whenever an opponent tries to trip you.</h5><h5><b>Normal: </b>You provoke an attack of opportunity when performing a trip combat maneuver.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
98,Improved Two-Weapon Fighting,Combat,You are skilled at fighting with two weapons.,"Dex 17, Two-Weapon Fighting, base attack bonus +6.",Two-Weapon Fighting,"In addition to the standard single extra attack you get with an off-hand weapon, you get a second attack with it, albeit at a -5 penalty.","Without this feat, you can only get a single extra attack with an off-hand weapon.",,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Two-Weapon Fighting (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are skilled at fighting with two weapons.<h5><b>Prerequisites: </b>Dex 17, Two-Weapon Fighting, base attack bonus +6.</h5><h5><b>Benefit: </b>In addition to the standard single extra attack you get with an off-hand weapon, you get a second attack with it, albeit at a -5 penalty.</h5><h5><b>Normal: </b>Without this feat, you can only get a single extra attack with an off-hand weapon.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
99,Improved Unarmed Strike,Combat,You are skilled at fighting while unarmed.,,,"You are considered to be armed even when unarmed-you do not provoke attacks of opportunity when you attack foes while unarmed. Your unarmed strikes can deal lethal or nonlethal damage, at your choice.","Without this feat, you are considered unarmed when attacking with an unarmed strike, and you can deal only nonlethal damage with such an attack.",,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Unarmed Strike (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are skilled at fighting while unarmed.<h5><b>Benefit: </b>You are considered to be armed even when unarmed-you do not provoke attacks of opportunity when you attack foes while unarmed. Your unarmed strikes can deal lethal or nonlethal damage, at your choice.</h5><h5><b>Normal: </b>Without this feat, you are considered unarmed when attacking with an unarmed strike, and you can deal only nonlethal damage with such an attack.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
100,Improved Vital Strike,Combat,You can make a single attack that deals a large amount of damage.,"Vital Strike, base attack bonus +11.",Vital Strike,"When you use the attack action, you can make one attack at your highest base attack bonus that deals additional damage. Roll the weapon's damage dice for the attack three times and add the results together before adding bonuses from Strength, weapon abilities (such as flaming), precision-based damage, and other damage bonuses. These extra weapon damage dice are not multiplied on a critical hit, but are added to the total.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Vital Strike (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can make a single attack that deals a large amount of damage.<h5><b>Prerequisites: </b>Vital Strike, base attack bonus +11.</h5><h5><b>Benefit: </b>When you use the attack action, you can make one attack at your highest base attack bonus that deals additional damage. Roll the weapon's damage dice for the attack three times and add the results together before adding bonuses from Strength, weapon abilities (such as flaming), precision-based damage, and other damage bonuses. These extra weapon damage dice are not multiplied on a critical hit, but are added to the total.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
101,Improvised Weapon Mastery,Combat,"You can turn nearly any object into a deadly weapon, from a razor-sharp chair leg to a sack of flour.","Catch Off-Guard or Throw Anything, base attack bonus +8.",Catch Off-Guard|Throw Anything,"You do not suffer any penalties for using an improvised weapon. Increase the amount of damage dealt by the improvised weapon by one step (for example, 1d4 becomes 1d6) to a maximum of 1d8 (2d6 if the improvised weapon is two-handed). The improvised weapon has a critical threat range of 19-20, with a critical multiplier of ля2.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improvised Weapon Mastery (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can turn nearly any object into a deadly weapon, from a razor-sharp chair leg to a sack of flour.<h5><b>Prerequisites: </b>Catch Off-Guard or Throw Anything, base attack bonus +8.</h5><h5><b>Benefit: </b>You do not suffer any penalties for using an improvised weapon. Increase the amount of damage dealt by the improvised weapon by one step (for example, 1d4 becomes 1d6) to a maximum of 1d8 (2d6 if the improvised weapon is two-handed). The improvised weapon has a critical threat range of 19-20, with a critical multiplier of ля2.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
102,Intimidating Prowess,Combat,Your physical might is intimidating to others.,,,Add your Strength modifier to Intimidate skill checks in addition to your Charisma modifier.,,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Intimidating Prowess (Combat)</p><div style=""clear: both;""></div></div><div><h5>Your physical might is intimidating to others.<h5><b>Benefit: </b>Add your Strength modifier to Intimidate skill checks in addition to your Charisma modifier.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
103,Iron Will,General,You are more resistant to mental effects.,,,You get a +2 bonus on all Will saving throws.,,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Iron Will</p><div style=""clear: both;""></div></div><div><h5>You are more resistant to mental effects.<h5><b>Benefit: </b>You get a +2 bonus on all Will saving throws.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
104,Leadership,General,You attract followers to your cause and a companion to join you on your adventures.,Character level 7th.,,"This feat enables you to attract a loyal cohort and a number of devoted subordinates who assist you. A cohort is generally an NPC with class levels, while followers are typically lower level NPCs. See Table 5-2 for what level of cohort and how many followers you can recruit.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Leadership</p><div style=""clear: both;""></div></div><div><h5>You attract followers to your cause and a companion to join you on your adventures.<h5><b>Prerequisites: </b>Character level 7th.</h5><h5><b>Benefit: </b>This feat enables you to attract a loyal cohort and a number of devoted subordinates who assist you. A cohort is generally an NPC with class levels, while followers are typically lower level NPCs. See Table 5-2 for what level of cohort and how many followers you can recruit.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
105,Lightning Reflexes,General,You have faster reflexes than normal.,,,You get a +2 bonus on all Reflex saving throws.,,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Lightning Reflexes</p><div style=""clear: both;""></div></div><div><h5>You have faster reflexes than normal.<h5><b>Benefit: </b>You get a +2 bonus on all Reflex saving throws.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
106,Lightning Stance,Combat,The speed at which you move makes it nearly impossible for opponents to strike you.,"Dex 17, Dodge, Wind Stance, base attack bonus +11.","Dodge, Wind Stance","If you take two actions to move or a withdraw action in a turn, you gain 50% concealment for 1 round.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Lightning Stance (Combat)</p><div style=""clear: both;""></div></div><div><h5>The speed at which you move makes it nearly impossible for opponents to strike you.<h5><b>Prerequisites: </b>Dex 17, Dodge, Wind Stance, base attack bonus +11.</h5><h5><b>Benefit: </b>If you take two actions to move or a withdraw action in a turn, you gain 50% concealment for 1 round.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
107,Lunge,Combat,You can strike foes that would normally be out of reach.,Base attack bonus +6.,,You can increase the reach of your melee attacks by 5 feet until the end of your turn by taking a -2 penalty to your AC until your next turn. You must decide to use this ability before any attacks are made.,,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Lunge (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can strike foes that would normally be out of reach.<h5><b>Prerequisites: </b>Base attack bonus +6.</h5><h5><b>Benefit: </b>You can increase the reach of your melee attacks by 5 feet until the end of your turn by taking a -2 penalty to your AC until your next turn. You must decide to use this ability before any attacks are made.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
108,Magical Aptitude,General,You are skilled at spellcasting and using magic items.,,,"You get a +2 bonus on all Spellcraft checks and Use Magic Device checks. If you have 10 or more ranks in one of these skills, the bonus increases to +4 for that skill.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Magical Aptitude</p><div style=""clear: both;""></div></div><div><h5>You are skilled at spellcasting and using magic items.<h5><b>Benefit: </b>You get a +2 bonus on all Spellcraft checks and Use Magic Device checks. If you have 10 or more ranks in one of these skills, the bonus increases to +4 for that skill.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
109,Manyshot,Combat,You can fire multiple arrows at a single target.,"Dex 17, Point-Blank Shot, Rapid Shot, base attack bonus +6.","Point-Blank Shot, Rapid Shot","When making a full-attack action with a bow, your first attack fires two arrows. If the attack hits, both arrows hit. Apply precision-based damage (such as sneak attack) and critical hit damage only once for this attack. Damage bonuses from using a composite bow with a high Strength bonus apply to each arrow, as do other damage bonuses, such as a ranger's favored enemy bonus. Damage reduction and resistances apply separately to each arrow.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Manyshot (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can fire multiple arrows at a single target.<h5><b>Prerequisites: </b>Dex 17, Point-Blank Shot, Rapid Shot, base attack bonus +6.</h5><h5><b>Benefit: </b>When making a full-attack action with a bow, your first attack fires two arrows. If the attack hits, both arrows hit. Apply precision-based damage (such as sneak attack) and critical hit damage only once for this attack. Damage bonuses from using a composite bow with a high Strength bonus apply to each arrow, as do other damage bonuses, such as a ranger's favored enemy bonus. Damage reduction and resistances apply separately to each arrow.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
110,Martial Weapon Proficiency,Combat,Choose a type of martial weapon. You understand how to use that type of martial weapon in combat.,,,You make attack rolls with the selected weapon normally (without the non-proficient penalty).,"When using a weapon with which you are not proficient, you take a -4 penalty on attack rolls.","Barbarians, fighters, paladins, and rangers are proficient with all martial weapons. They need not select this feat. You can gain Martial Weapon Proficiency multiple times. Each time you take the feat, it applies to a new type of weapon.",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Martial Weapon Proficiency (Combat)</p><div style=""clear: both;""></div></div><div><h5>Choose a type of martial weapon. You understand how to use that type of martial weapon in combat.<h5><b>Benefit: </b>You make attack rolls with the selected weapon normally (without the non-proficient penalty).</h5><h5><b>Normal: </b>When using a weapon with which you are not proficient, you take a -4 penalty on attack rolls.</h5><h5><b>Special: </b>Barbarians, fighters, paladins, and rangers are proficient with all martial weapons. They need not select this feat. You can gain Martial Weapon Proficiency multiple times. Each time you take the feat, it applies to a new type of weapon.</h5></div>",0,0,0,0,0,0,0,,,,,1,,,0,0,0,0,0,0,0,0,0
111,Master Craftsman,General,Your superior crafting skills allow you to create simple magic items.,5 ranks in any Craft or Profession skill.,,"Choose one Craft or Profession skill in which you possess at least 5 ranks. You receive a +2 bonus on your chosen Craft or Profession skill. Ranks in your chosen skill count as your caster level for the purposes of qualifying for the Craft Magic Arms and Armor and Craft Wondrous Item feats. You can create magic items using these feats, substituting your ranks in the chosen skill for your total caster level. You must use the chosen skill for the check to create the item. The DC to create the item still increases for any necessary spell requirements (see the magic item creation rules in Chapter 15). You cannot use this feat to create any spell-trigger or spell-activation item.",Only spellcasters can qualify for the Craft Magic Arms and Armor and Craft Wondrous Item feats.,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Master Craftsman</p><div style=""clear: both;""></div></div><div><h5>Your superior crafting skills allow you to create simple magic items.<h5><b>Prerequisites: </b>5 ranks in any Craft or Profession skill.</h5><h5><b>Benefit: </b>Choose one Craft or Profession skill in which you possess at least 5 ranks. You receive a +2 bonus on your chosen Craft or Profession skill. Ranks in your chosen skill count as your caster level for the purposes of qualifying for the Craft Magic Arms and Armor and Craft Wondrous Item feats. You can create magic items using these feats, substituting your ranks in the chosen skill for your total caster level. You must use the chosen skill for the check to create the item. The DC to create the item still increases for any necessary spell requirements (see the magic item creation rules in Chapter 15). You cannot use this feat to create any spell-trigger or spell-activation item.</h5><h5><b>Normal: </b>Only spellcasters can qualify for the Craft Magic Arms and Armor and Craft Wondrous Item feats.</h5></div>",0,0,0,0,0,0,0,,,,,0,,@ Craft 5 | @ Profession 5,0,0,0,0,0,0,0,0,0
112,Maximize Spell,Metamagic,Your spells have the maximum possible effect.,,,"All variable, numeric effects of a spell modified by this feat are maximized. Saving throws and opposed rolls are not affected, nor are spells without random variables. A maximized spell uses up a spell slot three levels higher than the spell's actual level. An empowered, maximized spell gains the separate benefits of each feat: the maximum result plus half the normally rolled result.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Maximize Spell (Metamagic)</p><div style=""clear: both;""></div></div><div><h5>Your spells have the maximum possible effect.<h5><b>Benefit: </b>All variable, numeric effects of a spell modified by this feat are maximized. Saving throws and opposed rolls are not affected, nor are spells without random variables. A maximized spell uses up a spell slot three levels higher than the spell's actual level. An empowered, maximized spell gains the separate benefits of each feat: the maximum result plus half the normally rolled result.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0,0,0
